Departure,Return,Electric bike,Departure station,Return station,Membership type,Covered distance (m),Duration (sec.),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of stopovers
2023-01-29 1:00,2023-01-29 1:00,TRUE,0142 Beach & Cardero,0058 Richards & Smithe,365 Day Pass Plus,2519,615,-2,-4,0,0
2023-01-29 1:00,2023-01-29 1:00,TRUE,0142 Beach & Cardero,0142 Beach & Cardero,365 Day Pass Plus,0,7,-3,0,0,0
2023-01-29 1:00,2023-01-29 1:00,TRUE,0142 Beach & Cardero,0142 Beach & Cardero,365 Day Pass Plus,0,7,-3,-6,0,0
2023-01-29 1:00,2023-01-29 1:00,FALSE,0165 Columbia & 5th,0177 Quebec & 1st,365 Corporate Plus,898,283,0,3,0,0
2023-01-29 0:00,2023-01-29 1:00,FALSE,0030 Abbott & Cordova,0256 Prince Edward & 16th,Pay Per Ride,5064,1447,4,3,0,0
2023-01-29 0:00,2023-01-29 1:00,FALSE,0431 Blenheim & 4th,0110 5th & Arbutus,30 Day Pass,1980,681,0,2,0,0
2023-01-29 0:00,2023-01-29 1:00,FALSE,0030 Abbott & Cordova,0554 Ontario & 23rd,365 Day Pass Standard,4565,1338,3,4,0,0
2023-01-29 0:00,2023-01-29 1:00,FALSE,0030 Abbott & Cordova,0554 Ontario & 23rd,365 Corporate Standard,4306,1340,3,4,0,0
2023-01-29 0:00,2023-01-29 1:00,FALSE,0229 Keefer & Princess,0009 Spyglass & Seawall,30 Day Pass,2621,730,1,3,0,0
2023-01-29 0:00,2023-01-29 0:00,FALSE,0030 Abbott & Cordova,0030 Abbott & Cordova,365 Corporate Standard,4,231,3,3,0,0
2023-01-29 0:00,2023-01-29 0:00,TRUE,0196 Hornby & Drake,0187 Bute & Davie,365 Day Pass Standard,761,211,0,4,0,0
2023-01-29 0:00,2023-01-29 0:00,TRUE,0137 Beach & Seymour,0313 Nelson & Denman,365 Corporate Standard Renewal,2241,438,-2,-5,0,0
2023-01-29 0:00,2023-01-29 0:00,FALSE,0154 Kitsilano Beach Park,0460 Trafalgar & Cornwall,Pay Per Ride,890,299,1,4,0,0
2023-01-29 0:00,2023-01-29 0:00,FALSE,0005 Dunsmuir & Beatty,0008 8th & Ash,30 Day Pass,2193,453,2,4,0,0
2023-01-29 0:00,2023-01-29 0:00,FALSE,0088 Harwood & Bute,0036 Bute & Robson,365 Day Pass Standard SALE,910,365,3,2,0,0
2023-01-29 0:00,2023-01-29 0:00,FALSE,0027 Beatty & Nelson,0222 Adanac & McLean,30 Day Pass,3644,791,3,5,0,0
2023-01-29 0:00,2023-01-29 0:00,TRUE,0177 Quebec & 1st,0133 Ontario & 16th,Pay Per Ride,1620,528,-2,-6,0,0
2023-01-29 0:00,2023-01-29 0:00,FALSE,0088 Harwood & Bute,0088 Harwood & Bute,365 Day Pass Standard SALE,0,71,4,3,0,0
2023-01-29 0:00,2023-01-29 0:00,FALSE,0088 Harwood & Bute,0088 Harwood & Bute,365 Day Pass Standard SALE,0,17,3,2,0,0
2023-01-29 0:00,2023-01-29 0:00,FALSE,0282 14th & Fraser,0048 Comox & Broughton,365 Corporate Plus,7138,1561,0,4,0,0
2023-01-29 0:00,2023-01-29 0:00,FALSE,0088 Harwood & Bute,0036 Bute & Robson,Community Pass E-bike,902,540,2,3,0,0
2023-01-29 0:00,2023-01-29 0:00,FALSE,0129 Richards & Robson,0122 Haro & Denman,365 Day Pass Standard,2987,1246,5,5,0,0
2023-01-29 0:00,2023-01-29 0:00,FALSE,0089 Burrard & Drake,0140 Burrard & 7th,30 Day Pass,2195,460,4,5,0,0
2023-01-29 0:00,2023-01-29 0:00,FALSE,0099 Vancouver Art Gallery - North Plaza,0065 Cypress & Cornwall,Pay Per Ride,2536,552,4,7,0,0
2023-01-29 0:00,2023-01-29 0:00,FALSE,0099 Vancouver Art Gallery - North Plaza,0099 Vancouver Art Gallery - North Plaza,Pay Per Ride,0,159,5,4,0,0
2023-01-29 0:00,2023-01-29 0:00,TRUE,0524 King Edward & Cambie,0557 30th & Ontario,Pay Per Ride,1233,416,0,-3,0,0
2023-01-29 0:00,2023-01-29 0:00,FALSE,0099 Vancouver Art Gallery - North Plaza,0099 Vancouver Art Gallery - North Plaza,Pay Per Ride,0,22,4,4,0,0
2023-01-29 0:00,2023-01-29 0:00,FALSE,0030 Abbott & Cordova,0129 Richards & Robson,365 Day Pass Standard,1110,551,4,5,0,0
2023-01-29 0:00,2023-01-29 0:00,FALSE,0222 Adanac & McLean,0219 Hawks & Union,Community Pass,1131,394,2,3,0,0
2023-01-29 0:00,2023-01-29 0:00,FALSE,0311 13th & Cambie,0001 10th & Cambie,Pay Per Ride,508,249,2,3,0,0
2023-01-29 0:00,2023-01-29 0:00,FALSE,0311 13th & Cambie,0311 13th & Cambie,Pay Per Ride,0,20,2,2,0,0
2023-01-29 0:00,2023-01-29 0:00,FALSE,0079 Nelson & Richards,0287 Carolina & Great Northern Way,365 Day Pass Plus SALE,3957,983,4,6,0,0
2023-01-29 0:00,2023-01-29 0:00,FALSE,0073 Ontario & 5th,0045 Beach & Hornby,365 Day Pass Standard,4188,974,1,4,0,0
2023-01-29 0:00,2023-01-29 7:00,FALSE,0229 Keefer & Princess,0148 Creekside Park North,Community Pass,1425,26124,2,-2,0,0
2023-01-29 0:00,2023-01-29 0:00,FALSE,0229 Keefer & Princess,0229 Keefer & Princess,Community Pass,0,27,2,0,0,0
2023-01-29 0:00,2023-01-29 0:00,FALSE,0030 Abbott & Cordova,0006 Olympic Village Station,365 Corporate Plus Renewal,2960,847,4,5,0,0
2023-01-29 0:00,2023-01-29 0:00,FALSE,0138 Richards & Helmcken,0272 Pender & Victoria,365 Day Pass Plus SALE,5053,1437,3,2,0,0
2023-01-29 0:00,2023-01-29 9:00,FALSE,0036 Bute & Robson,0039 Helmcken & Burrard,30 Day Pass,2158,35803,4,2,0,0
2023-01-29 0:00,2023-01-29 0:00,FALSE,0122 Haro & Denman,0084 Beach & Broughton,Community Pass,1413,320,2,4,0,0
2023-01-28 23:00,2023-01-29 0:00,FALSE,0082 Richards & Davie,0193 Science World,365 Day Founding Plus,2683,609,3,7,0,0
2023-01-28 23:00,2023-01-29 0:00,FALSE,0088 Harwood & Bute,0041 Cardero & Robson,365 Corporate Plus,2591,1240,3,5,0,0
2023-01-28 23:00,2023-01-29 0:00,FALSE,0197 1st & Scotia,0150 Alexander & Main,30 Day Pass,1911,551,2,5,0,0
2023-01-28 23:00,2023-01-29 0:00,FALSE,0093 Chilco & Robson,0073 Ontario & 5th,30 Day Pass,6536,1307,1,6,0,0
2023-01-28 23:00,2023-01-29 0:00,FALSE,0035 Hastings & Broughton,0017 Marinaside & Davie,365 Day Founding Plus,4200,1418,4,5,0,0
2023-01-28 23:00,2023-01-29 0:00,FALSE,0035 Hastings & Broughton,0017 Marinaside & Davie,365 Corporate Plus Renewal,4259,1368,3,5,0,0
2023-01-28 23:00,,FALSE,0129 Richards & Robson,,,0,0,5,0,0,0
2023-01-28 23:00,2023-01-28 23:00,FALSE,0025 Homer & Robson (Vancouver Public Library),0187 Bute & Davie,365 Corporate Standard,1782,725,4,5,0,0
2023-01-28 23:00,2023-01-28 23:00,FALSE,0147 Chestnut & McNicoll,0081 7th & Heather,365 Corporate Standard Renewal,3018,625,3,6,0,0
2023-01-28 23:00,2023-01-28 23:00,FALSE,0063 Robson & Granville,0083 Aquatic Centre,365 Day Pass Standard,2276,505,4,7,0,0
2023-01-28 23:00,2023-01-28 23:00,FALSE,0063 Robson & Granville,0083 Aquatic Centre,30 Day Pass,2289,540,4,6,0,0
2023-01-28 23:00,2023-01-28 23:00,FALSE,0045 Beach & Hornby,0199 Georgia & Main,365 Day Pass Plus,3730,1027,4,5,0,0
2023-01-28 23:00,2023-01-28 23:00,FALSE,0028 Davie & Beach,0084 Beach & Broughton,30 Day Pass,837,221,2,4,0,0
2023-01-28 23:00,2023-01-28 23:00,FALSE,0532 22nd & Cambie,0298 6th & Carolina,365 Corporate Standard,3502,823,2,3,0,0
2023-01-28 23:00,2023-01-28 23:00,FALSE,0048 Comox & Broughton,0040 Cardero & Davie,365 Day Pass Standard,418,123,3,3,0,0
2023-01-28 23:00,2023-01-28 23:00,FALSE,0170 8th & Yukon,0173 Columbia & 1st,365 Day Pass Standard,914,203,1,1,0,0
2023-01-28 23:00,2023-01-28 23:00,FALSE,0006 Olympic Village Station,0148 Creekside Park North,Community Pass,2331,650,2,4,0,0
2023-01-28 23:00,2023-01-28 23:00,FALSE,0014 Canada Place,0092 Chilco & Barclay,365 Day Pass Plus,3099,862,4,4,0,0
2023-01-28 23:00,2023-01-28 23:00,FALSE,0014 Canada Place,0092 Chilco & Barclay,365 Day Pass Plus,3118,866,3,4,0,0
2023-01-28 23:00,2023-01-28 23:00,FALSE,0052 Cambie & Water,0041 Cardero & Robson,365 Day Pass Standard,2329,776,4,4,0,0
2023-01-28 23:00,2023-01-28 23:00,TRUE,0006 Olympic Village Station,0143 South False Creek Seawall,365 Day Pass Standard,1128,205,-3,-6,0,0
2023-01-28 23:00,2023-01-28 23:00,FALSE,0092 Chilco & Barclay,0088 Harwood & Bute,365 Corporate Plus,2883,2219,1,3,0,0
2023-01-28 23:00,2023-01-28 23:00,FALSE,0225 McLean & Pender,0554 Ontario & 23rd,Community Pass,5801,2058,3,4,0,0
2023-01-28 23:00,2023-01-28 23:00,TRUE,0219 Hawks & Union,0006 Olympic Village Station,VIP,3299,1072,-2,2,0,0
2023-01-28 23:00,2023-01-28 23:00,FALSE,0041 Cardero & Robson,0092 Chilco & Barclay,365 Corporate Plus,847,423,3,5,0,0
2023-01-28 23:00,2023-01-28 23:00,FALSE,0981 Workshop - Service Complete,0207 Alberni & Jervis,VIP,5490,1363,22,9,0,0
2023-01-28 23:00,2023-01-28 23:00,FALSE,0079 Nelson & Richards,0088 Harwood & Bute,Community Pass,2675,3206,5,3,0,0
2023-01-28 23:00,2023-01-28 23:00,FALSE,0002 Burrard Station (Melville & Dunsmuir),0215 Princess & Union,365 Day Pass Plus,2617,974,4,6,0,0
2023-01-28 23:00,2023-01-28 23:00,FALSE,0130 Heather & 16th,0298 6th & Carolina,365 Corporate Standard Renewal,3195,838,2,5,0,0
2023-01-28 22:00,2023-01-28 23:00,FALSE,0981 Workshop - Service Complete,0219 Hawks & Union,VIP,974,359,22,20,0,0
2023-01-28 22:00,2023-01-28 23:00,FALSE,0040 Cardero & Davie,0190 Melville & Bute,365 Day Founding Plus,1072,408,4,5,0,0
2023-01-28 22:00,2023-01-28 23:00,FALSE,0228 Keefer & Hawks,0228 Keefer & Hawks,Community Pass,9609,3316,3,4,0,0
2023-01-28 22:00,2023-01-28 22:00,TRUE,0205 Pine & 10th,0115 Cypress & 16th,Community Pass E-bike,985,314,-3,-6,0,0
2023-01-28 22:00,2023-01-28 22:00,FALSE,0099 Vancouver Art Gallery - North Plaza,0058 Richards & Smithe,30 Day Pass,669,202,5,4,0,0
2023-01-28 22:00,2023-01-28 22:00,FALSE,0099 Vancouver Art Gallery - North Plaza,0058 Richards & Smithe,365 Day Pass Standard,659,231,5,6,0,0
2023-01-28 22:00,2023-01-28 22:00,FALSE,0058 Richards & Smithe,0137 Beach & Seymour,365 Day Pass Standard,1102,369,4,6,0,0
2023-01-28 22:00,2023-01-28 22:00,FALSE,0099 Vancouver Art Gallery - North Plaza,0089 Burrard & Drake,365 Day Founding Plus,1067,312,5,6,0,0
2023-01-28 22:00,2023-01-28 22:00,TRUE,0193 Science World,0137 Beach & Seymour,365 Day Pass Plus,3510,645,0,4,0,0
2023-01-28 22:00,2023-01-28 22:00,FALSE,0282 14th & Fraser,0248 St George & Broadway,365 Day Pass Standard,747,207,2,2,0,0
2023-01-28 22:00,2023-01-28 22:00,TRUE,0011 Ontario & Seawall,0193 Science World,365 Day Pass Plus,311,144,-2,0,0,0
2023-01-28 22:00,2023-01-28 22:00,FALSE,0232 Britannia Parking Lot,0197 1st & Scotia,365 Corporate Standard Renewal,3487,884,2,5,0,0
2023-01-28 22:00,2023-01-28 22:00,FALSE,0232 Britannia Parking Lot,0197 1st & Scotia,365 Corporate Standard Renewal,3487,891,2,6,0,0
2023-01-28 22:00,2023-01-28 22:00,FALSE,0415 Dunbar & Broadway,0166 Alder & 11th,365 Day Founding Standard,4467,1424,1,4,0,0
2023-01-28 22:00,2023-01-28 22:00,FALSE,0063 Robson & Granville,0036 Bute & Robson,Pay Per Ride,2,499,5,5,0,0
2023-01-28 22:00,2023-01-28 22:00,FALSE,0191 7th & Laurel,0072 14th & Cambie,365 Day Founding Plus,1345,606,2,4,0,0
2023-01-28 22:00,2023-01-28 22:00,FALSE,0191 7th & Laurel,0072 14th & Cambie,30 Day Pass,1366,557,2,3,0,0
2023-01-28 22:00,2023-01-28 22:00,FALSE,0017 Marinaside & Davie,0174 1st & Manitoba,365 Day Pass Standard SALE,2184,587,4,7,0,0
2023-01-28 22:00,2023-01-28 22:00,FALSE,0037 Hornby & Nelson,0207 Alberni & Jervis,Pay Per Ride,1382,476,5,4,0,0
2023-01-28 22:00,2023-01-28 22:00,FALSE,0096 Nicola & Robson,0044 Pacific & Richards,365 Day Pass Standard SALE,2297,849,3,4,0,0
2023-01-28 22:00,2023-01-28 22:00,FALSE,0037 Hornby & Nelson,0037 Hornby & Nelson,Pay Per Ride,2,98,5,4,0,0
2023-01-28 22:00,2023-01-28 22:00,FALSE,0561 20th & Main,0554 Ontario & 23rd,365 Day Founding Standard,618,235,3,4,0,0
2023-01-28 22:00,2023-01-28 22:00,TRUE,0244 10th & Commercial,0112 10th & Oak,Pay Per Ride,4143,1214,-1,-5,0,0
2023-01-28 22:00,2023-01-28 22:00,TRUE,0244 10th & Commercial,0244 10th & Commercial,Pay Per Ride,0,5,-1,1,0,0
2023-01-28 22:00,2023-01-28 22:00,FALSE,0196 Hornby & Drake,0174 1st & Manitoba,365 Day Pass Plus,3745,971,4,5,0,0
2023-01-28 22:00,2023-01-28 22:00,TRUE,0244 10th & Commercial,0112 10th & Oak,Pay Per Ride,4100,1383,0,-3,0,0
2023-01-28 21:00,2023-01-28 22:00,TRUE,0313 Nelson & Denman,0152 Arbutus Greenway & 14th,VIP,5740,1360,0,4,0,0
2023-01-28 21:00,2023-01-28 22:00,TRUE,0313 Nelson & Denman,0152 Arbutus Greenway & 14th,VIP,5669,1404,0,-2,0,0
2023-01-28 21:00,2023-01-28 22:00,FALSE,0143 South False Creek Seawall,0143 South False Creek Seawall,365 Corporate Plus,1778,583,3,5,0,0
2023-01-28 21:00,2023-01-28 22:00,FALSE,0064 Expo & Smithe,0028 Davie & Beach,365 Day Founding Plus,4139,1113,6,7,0,0
2023-01-28 21:00,2023-01-28 22:00,FALSE,0064 Expo & Smithe,0047 Chilco & Beach,365 Corporate Plus,4543,1609,6,6,0,0
2023-01-28 21:00,2023-01-29 9:00,TRUE,0161 Alexander & Dunlevy,0124 Richards & Cordova,365 Corporate Plus,1230,251,0,-5,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0009 Spyglass & Seawall,0098 Carrall & Hastings,Pay Per Ride,2225,658,5,6,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0001 10th & Cambie,0186 10th & Kingsway,365 Corporate Standard,1280,477,2,2,0,0
2023-01-28 21:00,2023-01-28 21:00,TRUE,0314 Rolston & Granville,0017 Marinaside & Davie,365 Day Pass Plus,1186,218,0,-3,0,0
2023-01-28 21:00,2023-01-28 22:00,FALSE,0213 Pender & Gore,0066 Anderson & 2nd,Community Pass,4596,1589,4,2,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0204 York & Yew,0204 York & Yew,365 Corporate Standard,1033,292,5,6,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0009 Spyglass & Seawall,0098 Carrall & Hastings,Pay Per Ride,2262,789,5,6,0,0
2023-01-28 21:00,2023-01-28 22:00,FALSE,0140 Burrard & 7th,0282 14th & Fraser,365 Corporate Plus,5178,1457,4,3,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0009 Spyglass & Seawall,0098 Carrall & Hastings,Pay Per Ride,2380,811,4,6,0,0
2023-01-28 21:00,2023-01-29 12:00,FALSE,0009 Spyglass & Seawall,0098 Carrall & Hastings,Pay Per Ride,459841.67,55181,3,8,0,0
2023-01-28 21:00,2023-01-28 21:00,TRUE,0310 Jervis & Robson,0313 Nelson & Denman,VIP,947,304,0,-3,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0015 Granville & Georgia,0030 Abbott & Cordova,Pay Per Ride,2176,1078,6,6,0,0
2023-01-28 21:00,2023-01-28 21:00,TRUE,0310 Jervis & Robson,0313 Nelson & Denman,VIP,939,300,0,-3,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0015 Granville & Georgia,0015 Granville & Georgia,Pay Per Ride,0,46,6,3,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0134 14th & Main,0256 Prince Edward & 16th,365 Day Pass Standard SALE,506,281,1,2,0,0
2023-01-28 21:00,2023-01-28 21:00,TRUE,0240 2nd & Commercial,0231 Napier & Commercial,365 Day Pass Plus,737,208,-1,2,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0241 4th & Commercial,0237 Glen & 6th,365 Day Pass Plus,1202,268,2,5,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0242 8th & Commercial,0221 Glen & Union,Community Pass,2534,708,2,5,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0242 8th & Commercial,0252 Woodland & Graveley,Community Pass,1090,357,2,3,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0174 1st & Manitoba,0006 Olympic Village Station,365 Day Founding Plus,959,265,3,4,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0308 Seymour & Cordova,0308 Seymour & Cordova,30 Day Pass,208,267,6,6,105,1
2023-01-28 21:00,2023-01-28 21:00,FALSE,0021 Cordova & Granville,0079 Nelson & Richards,Pay Per Ride,2387,2168,5,6,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0114 Cypress & 14th,0071 14th & Granville,365 Day Pass Standard,849,372,2,4,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0017 Marinaside & Davie,0073 Ontario & 5th,365 Day Pass Standard,2464,665,4,6,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0017 Marinaside & Davie,0073 Ontario & 5th,VIP,2438,669,4,4,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0021 Cordova & Granville,0079 Nelson & Richards,Pay Per Ride,2372,2295,6,8,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0058 Richards & Smithe,0126 Thurlow & Pendrell,365 Day Pass Standard,1170,375,5,8,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0030 Abbott & Cordova,0015 Granville & Georgia,Pay Per Ride,1263,631,5,3,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0058 Richards & Smithe,0058 Richards & Smithe,365 Day Pass Standard,77,67,5,4,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0084 Beach & Broughton,0092 Chilco & Barclay,365 Day Pass Plus,1484,403,3,4,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0313 Nelson & Denman,0093 Chilco & Robson,Archived Monthly Standard,690,291,5,4,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0001 10th & Cambie,0176 10th & Ontario,365 Day Pass Standard,692,228,3,4,0,0
2023-01-28 21:00,2023-01-28 21:00,TRUE,0138 Richards & Helmcken,0005 Dunsmuir & Beatty,365 Corporate Plus Renewal,1281,387,0,-1,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0233 Thornton & National,0227 Campbell & Hastings,Community Pass,1433,500,3,6,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0129 Richards & Robson,0308 Seymour & Cordova,30 Day Pass,788,251,6,7,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0212 Union & Dunlevy,0225 McLean & Pender,365 Day Pass Standard SALE,1976,682,3,6,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0039 Helmcken & Burrard,0096 Nicola & Robson,Pay Per Ride,1515,419,5,8,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0212 Union & Dunlevy,0225 McLean & Pender,365 Day Founding Standard,1995,643,4,6,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0096 Nicola & Robson,0058 Richards & Smithe,365 Day Pass Plus,1455,501,4,6,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0260 10th & Fraser,0073 Ontario & 5th,365 Day Pass Standard,1890,581,2,4,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0260 10th & Fraser,0073 Ontario & 5th,365 Day Pass Standard,1911,583,2,4,0,0
2023-01-28 21:00,2023-01-28 21:00,FALSE,0064 Expo & Smithe,0019 Robson & Hornby,365 Day Pass Standard,1114,279,6,8,0,0
2023-01-28 20:00,2023-01-28 21:00,FALSE,0089 Burrard & Drake,0005 Dunsmuir & Beatty,Community Pass,2197,766,5,5,0,0
2023-01-28 20:00,2023-01-28 20:00,FALSE,0256 Prince Edward & 16th,0134 14th & Main,365 Day Pass Standard SALE,514,205,2,3,0,0
2023-01-28 20:00,2023-01-28 21:00,FALSE,0187 Bute & Davie,0122 Haro & Denman,365 Day Pass Plus,1884,690,4,5,0,0
2023-01-28 20:00,2023-01-28 20:00,TRUE,0186 10th & Kingsway,0172 10th & Columbia,365 Corporate Plus Renewal,878,188,0,3,0,0
2023-01-28 20:00,2023-01-28 20:00,TRUE,0186 10th & Kingsway,0186 10th & Kingsway,365 Corporate Plus Renewal,3,17,0,-3,0,0
2023-01-28 20:00,2023-01-28 21:00,FALSE,0452 8th & Macdonald,0070 10th & Granville,365 Corporate Plus Renewal,2450,981,3,4,0,0
2023-01-28 20:00,2023-01-28 20:00,FALSE,0082 Richards & Davie,0060 Bidwell & Burnaby,365 Day Pass Standard,1948,657,5,7,0,0
2023-01-28 20:00,2023-01-28 20:00,TRUE,0096 Nicola & Robson,0310 Jervis & Robson,Pay Per Ride,1032,874,0,6,0,0
2023-01-28 20:00,2023-01-28 20:00,TRUE,0524 King Edward & Cambie,0557 30th & Ontario,Pay Per Ride,1297,352,0,-2,0,0
2023-01-28 20:00,2023-01-28 20:00,TRUE,0524 King Edward & Cambie,0524 King Edward & Cambie,Pay Per Ride,0,9,0,-3,0,0
2023-01-28 20:00,2023-01-28 20:00,FALSE,0058 Richards & Smithe,0024 Hornby & Pender,365 Day Pass Plus,1110,394,5,7,0,0
2023-01-28 20:00,2023-01-28 20:00,TRUE,0005 Dunsmuir & Beatty,0138 Richards & Helmcken,365 Day Pass Standard,1309,508,0,-2,0,0
2023-01-28 20:00,2023-01-28 20:00,TRUE,0240 2nd & Commercial,0246 Glen & Broadway,365 Day Pass Standard,1701,383,0,4,0,0
2023-01-28 20:00,2023-01-28 20:00,FALSE,0036 Bute & Robson,0024 Hornby & Pender,365 Day Pass Plus,2119,1307,5,7,0,0
2023-01-28 20:00,2023-01-28 20:00,FALSE,0119 3rd & Quebec,0129 Richards & Robson,30 Day Pass,0,666,5,4,0,0
2023-01-28 20:00,2023-01-28 20:00,FALSE,0084 Beach & Broughton,0045 Beach & Hornby,365 Corporate Plus Renewal,878,230,4,6,0,0
2023-01-28 20:00,2023-01-28 20:00,FALSE,0025 Homer & Robson (Vancouver Public Library),0129 Richards & Robson,30 Day Pass,786,677,6,7,260,1
2023-01-28 20:00,2023-01-28 20:00,TRUE,0129 Richards & Robson,0014 Canada Place,365 Day Pass Standard,1079,338,3,7,0,0
2023-01-28 20:00,2023-01-28 20:00,FALSE,0199 Georgia & Main,0045 Beach & Hornby,30 Day Pass,3506,1072,5,7,0,0
2023-01-28 20:00,2023-01-28 20:00,FALSE,0260 10th & Fraser,0176 10th & Ontario,365 Day Founding Standard,1180,309,3,5,0,0
2023-01-28 20:00,2023-01-28 20:00,FALSE,0045 Beach & Hornby,0026 Beatty & Robson,Community Pass,1901,812,5,6,0,0
2023-01-28 20:00,2023-01-28 20:00,FALSE,0088 Harwood & Bute,0079 Nelson & Richards,Community Pass,1527,451,4,5,0,0
2023-01-28 20:00,2023-01-28 20:00,FALSE,0028 Davie & Beach,0017 Marinaside & Davie,365 Day Pass Plus,3328,1023,4,7,0,0
2023-01-28 20:00,2023-01-28 20:00,FALSE,0148 Creekside Park North,0083 Aquatic Centre,365 Corporate Standard,3771,1010,6,7,0,0
2023-01-28 20:00,2023-01-28 20:00,FALSE,0028 Davie & Beach,0017 Marinaside & Davie,365 Day Pass Plus,3305,1066,4,6,0,0
2023-01-28 20:00,2023-01-28 20:00,FALSE,0079 Nelson & Richards,0129 Richards & Robson,30 Day Pass,379,146,7,8,0,0
2023-01-28 20:00,2023-01-28 20:00,FALSE,0199 Georgia & Main,0083 Aquatic Centre,365 Day Pass Plus,4286,1192,6,4,0,0
2023-01-28 20:00,2023-01-28 20:00,FALSE,0017 Marinaside & Davie,0193 Science World,365 Day Pass Plus,4491.67,539,5,5,0,0
2023-01-28 20:00,2023-01-28 20:00,FALSE,0017 Marinaside & Davie,0017 Marinaside & Davie,365 Day Pass Plus,0,46,5,5,0,0
2023-01-28 20:00,2023-01-28 20:00,FALSE,0017 Marinaside & Davie,0017 Marinaside & Davie,365 Day Pass Plus,0,20,5,4,0,0
2023-01-28 20:00,2023-01-28 20:00,FALSE,0129 Richards & Robson,0082 Richards & Davie,30 Day Pass,759,357,6,7,0,0
2023-01-28 20:00,2023-01-28 20:00,TRUE,0240 2nd & Commercial,0246 Glen & Broadway,Pay Per Ride,1706,345,1,5,0,0
2023-01-28 20:00,2023-01-28 20:00,TRUE,0017 Marinaside & Davie,0014 Canada Place,30 Day Pass,3175,903,0,0,0,0
2023-01-28 20:00,2023-01-28 20:00,TRUE,0240 2nd & Commercial,0240 2nd & Commercial,Pay Per Ride,0,7,1,5,0,0
2023-01-28 20:00,2023-01-28 20:00,FALSE,0093 Chilco & Robson,0058 Richards & Smithe,30 Day Pass,2425,1254,3,5,0,0
2023-01-28 20:00,2023-01-28 20:00,FALSE,0119 3rd & Quebec,0148 Creekside Park North,365 Corporate Standard,943,337,5,5,0,0
2023-01-28 20:00,2023-01-28 20:00,FALSE,0177 Quebec & 1st,0281 Windsor & 14th,365 Corporate Plus Renewal,2844,845,5,7,0,0
2023-01-28 20:00,2023-01-28 20:00,FALSE,0093 Chilco & Robson,0093 Chilco & Robson,30 Day Pass,0,16,3,2,0,0
2023-01-28 20:00,2023-01-28 20:00,TRUE,0070 10th & Granville,0166 Alder & 11th,365 Corporate Plus Renewal,623,213,0,-3,0,0
2023-01-28 20:00,2023-01-28 20:00,TRUE,0248 St George & Broadway,0172 10th & Columbia,365 Corporate Standard Renewal,1285,377,-1,2,0,0
2023-01-28 20:00,2023-01-28 20:00,TRUE,0248 St George & Broadway,0248 St George & Broadway,365 Corporate Standard Renewal,0,8,-1,-5,0,0
2023-01-28 20:00,2023-01-28 20:00,FALSE,0554 Ontario & 23rd,0221 Glen & Union,Community Pass,4986,1401,3,7,0,0
2023-01-28 20:00,2023-01-28 20:00,TRUE,0092 Chilco & Barclay,0039 Helmcken & Burrard,365 Day Founding Standard,1861,417,-1,2,0,0
2023-01-28 20:00,2023-01-29 7:00,FALSE,0153 Arbutus Greenway & Fir,0110 5th & Arbutus,Pay Per Ride,1184,41855,3,-2,0,0
2023-01-28 19:00,2023-01-28 20:00,FALSE,0112 10th & Oak,0053 Keefer & Abbott,365 Day Pass Standard,3067,702,5,7,0,0
2023-01-28 19:00,2023-01-28 20:00,FALSE,0045 Beach & Hornby,0229 Keefer & Princess,365 Day Pass Plus,4159,1649,6,7,317,1
